,tweet,label
981,we are pleased to announce the inclusion of the 26th lab to the national covid laboratory network accunalysis diagnostic centre anambra in progress katsina kwara gombe read our faq on covid diagnostics takeresponsibility,real
982,there are seven additional recovered case meaning this total is now only one case remains active there are no additional death to report there is no one in new zealand receiving hospitallevel care for covid,real
983,indiafightscorona the number of recovered case is progressively rising and the total number of recovered case are now more than lakh secretary mohfwindia staysafe indiawillwin,real
984,video show gujarat police asking money bribe from migrant walking on railway track amidst nationwide covid lockdown,fake
985,new case of covid lagos oyo edo ogun fct plateau kaduna borno niger kwara bauchi anambra enugu case of covid in nigeria discharged death,real
986,breaking white house unveils official on council to reopen america newsinphoto coronavirus trump,fake
987,railway cancelled lakh ticket example of mine ticketdebit amount r 1013refund amount r 990deduction amount rs3900000 x r is this not a scam,fake
988,update from the minhealthnz there are new case of covid to report in managed isolation in new zealand it s been day since the last case of covid that wa acquired locally from an unknown source in the community,real
989,foreign secretary dominic raab say the challenge with testing for covid in airport is the very high false positive rate and add only of test will be successful in identifying those who have the virus kayburley,real
990,number of people quitting smoking at tenyear high thanks to change in attitude during covid pandemic,real
991,our combined total of confirmed and probable case remains at the number of recovered case is there are no additional death to report there is no one in new zealand receiving hospitallevel care for covid nine significant cluster have now closed,real
992,over indian reported new coronavirus infection taking the country s total confirmed case count to lakh a low cost covid diagnostic test kit developed by iit delhi wa launched by union hrd minister ramesh pokhriyal covid coronavirusfacts,fake
993,japanese doctor claim drinking water every minute prevents covid,fake
994,joe biden ha repeatedly said he wa the first person to call for invoking the defense production act in response to the coronavirus we looked at the timeline he wasnt,fake
995,rt whoafro south africa ha launched the first covid vaccine trial in africa who s dr mihigo share insight into this historical e,real
996,did you see article claiming that an early covid vaccine trial participant in the uk had died turn out she is alive and well fact checker have found dont believe the misinfo out there about covid read coronacheck instead coronavirusfacts,fake
997,no death have been reported in israel due to covid because they have found a cure for the disease a solution of hot water baking soda and lemon is the cure for covid,fake
998,per order from govwhitmer people in michigan are now banned from purchasing a new baby car seat in store,fake
999,indiafightscorona india s cumulative test reach nearly crore today lakh test were conducted in last hour across the country this ha spurred the total test to india total covid recovery have surpassed cross million today,real
1000,the covid doublingrate of haryana is day mohfwindia drharshvardhan drhvoffice cmohry covid covid covid coronaupdates coronavirusindia coronavirusupdates coronavirus covidupdates,real
1001,latest update from minhealthnz it is now day since the last new case of covid wa reported in new zealand and there are no active case to report our total number of confirmed case remains at which is the number we report to the world health organization,real
1002,the latest cdc covidview report show the percentage of visit to doctor s office and er for illness with symptom likely related to covid are declining nationally thanks in part a result of widespread effort to slow the spread of covid,real
1003,people with covid have been misdiagnosed a having pneumonia and have been dying of thrombosis,fake
1004,chandigarh kalka road nature is back to it basic bird are singing on style,fake
1005,virgin australia set to change their name after being fucked by coronavirus,fake
1006,the incubation period for child is the same a in adult the time between exposure to covid and when symptom start is commonly around to day and range from to day,real
1007,indiafightscorona of the new recovered case are being reported from ten state ut maharashtra continues to lead with more than new case of recovered patient andhra pradesh contributed more than to the single day recovery,real
1008,you can help protect others from covid by social distancing wearing a cloth face covering that fit snugly and reach above your nose below your chin and completely cover your mouth and nostril watch this video featuring cdcdirector,real
1009,bill gate melinda gate anthony fauci and the who are being charged with genocide,fake
1010,analysis are quarantined passenger adequately protected from cornwall coronavirus,fake
1011,israel is at the forefront of the world in the number of test for covid,fake
1012,the who claimed that maybe there wa no need for a lockdown,fake
1013,dr manisha patil died due to covid while treating coronavirus patient in maharashtra india,fake
1014,people who are filming themselves with medical equipment box are spanish politician,fake
1015,an article stating that police officer tested positive to covid after assisting positive migrant,fake
1016,indiafightscorona india comprehensive and calibrated action within the umbrella strategy of test track treat have resulted in a low mortality rate sustained effort through early diagnosis timely and effective treatment continue to steadily push the cfr down,real
1017,breaking simple solution to corona virus revealed god is wonderful a deadly a corona virus is it ha been confirmed and tested that palm oil can stop the spread of the virus expert have advised we drink two spoonful of palm oil every morning to avoid the continuous spread of the virus plz help share and spread this important message urgently to your family friend and love one your message can save million of life world health organization who,fake
1018,there are an estimated case of covid worldwide a of march state new york city dc have reported nearly case of covid almost half of reported case are in california washington state see case in the u,real
1019,amish community have remained covid free through the coronavirus pandemic,fake
1020,justinhart maxcroser would definitely have to contend with the idea that people have been predicting that viral growth ha been occurring since jan alexismadrigal,real
1021,faucian bargain faucian dilemma donaldtrump coronavirus thedevil dranthonyfauci,fake
1022,uganda ha postponed general election due to covid,fake
1023,president of italy cry because of the coronavirus pandemic,fake
1024,trump s explanation for rising count of coronavirus case is that we re testing more people testing ha increased nationally but so ha the positivity rate if trump wa right the positivity rate would be decreasing or at least staying the same,fake
1025,six new case of covid have been reported in nigeria in kwara in edo in river and in the fct a at pm 6th april there are confirmed case of covid reported in nigeria thirtyfive have been discharged with five death,real
1026,icmr study plot covid peak around midnovember,fake
1027,chloroquine is not yet approved for treatment of covid in nigeria drinking salt ginger or garlic water doe not prevent covid knowthefacts factsnotfears takeresponsibility chinweochu on afrs 1077fm,real
1028,profkarolsikora wa right urgent cancer referral made by gps are down,real
1029,this news of italy made the whole world cry after losing the whole family to corona the young man committed suicide by jumping from the roof of the building,fake
1030,difficult but not impossible lockdownnow coronaviruslockdown corona curfewinindia stayathomesavelives coronaupdatesindia lockdownquery day lockdown modicovidaddress hantavirus aajtak abpnews narendramodi renukajain theicai anjanaomkashyap arvindkejriwal,fake
1031,our daily update is published we ve now tracked more than million test up 140k from yesterday note that we can only track test that a state report and not all state report all test for detail see,real
1032,in short it is impossible to report anything resembling the real statistic for hospitalization icu admission or ventilator usage across the united state this is a failing in and of itself of our nation health care system,real
1033,newjersey ha moved to green on our covid warning dashboard indicating that they are on track to contain covid case are steadily decreasing and new jersey s covid preparedness meet or exceeds international standard across our key metric,real
1034,between jan who published a package of guidance document for country covering topic related to the management of a new disease outbreak finding testing for the disease caring for patient infection prevention control measure to protect healthworkers drtedros,real
1035,state reported 43k new case today a near record these number are a result of increased testing capturing the rapid spread of the virus across a large swath of the country,real
1036,post say two patient at valley regional medical center in brownsville texas are being looked at for possible coronavirus infection,fake
1037,president trump asked to see the covid death chart realdonaldtrump here you go,fake
1038,rt nih news study identifies potential approach to treat severe respiratory distress in patient with covid,real
1039,our combined total of confirmed and probable case remains at one additional person ha recovered taking recovery to this represents of all confirmed and probable case a having recovered from covid there are no additional death to report,real
1040,this week cdc received model to forecast possible covid death in the u a of june the combined forecast suggests the increase in total number of death will continue to slow with between and death by june see,real
1041,today wadepthealth and cdc reported the death of a person who had been hospitalized with covid this is the first reported death within the u from covid the infection caused by the novel coronavirus,real
1042,notre dame university ha traced the source that infected player with the coronavirus coronavirus nortedame,fake
1043,a india ride the wave of very high testing several state ut have demonstrated better covid response with higher test per million tpm and commensurate lower positivity rate than the national average,real
1044,indiafightscorona active case le than 5l are only a small proportion le than 5th of total case recovery have now become time more than active case pmoindia drharshvardhan ashwinikchoubey ddnewslive covidnewsbymib airnewsalerts ptinews,real
1045,a at pm 15th april number of state with confirmed case of covid fct lagos fct osun kano edo oyo ogun katsina bauchi kaduna akwa ibom kwara delta ondo enugu ekiti river niger benue anambra,real
1046,video show rashtriya swayamsevak sangh r member paying respect to doctor in aurangabad maharashtra india,fake
1047,president trump say he will be filing a personal lawsuit against china for causing the coronavirus donaldtrump,fake
1048,icmr is honoured to have carried out testing of sample of honble member of parliament and other official on war footing over the weekend in service of the nation icmrfightscovid,real
1049,people were granted a compassionate exemption to attend a funeral or grieve with family these people either returned to the facility or self isolated at an agreed location application were granted an exemption to selfisolate with a family member who wa close to dying,real
1050,planning to visit the beach your risk of covid is highest if you are le than foot from people at a crowded public beach or if you freely share your food toy or equipment practice social distancing other habit to stay healthy,real
1051,covid is a thrombosis caused by bacteria the cure wa found in italy,fake
1052,colombia is the last country in the coronavirus test ranking,fake
1053,we ve ramped up testing hugely in this country health minister edward argar say the prime minister is setting ambitious but achievable target when it come to increasing coronavirus testing capacity kayburley,real
1054,coronavirus people coinfected with flu and covid have far greater risk of death,real
1055,the new coronavirus created by china in a laboratory to kill of it population,fake
1056,yes doctor confirm you can catch coronavirus from fart coronavirus obesity farting tacobell mississippi,fake
1057,restaurant and bar owner have you planned what to do if a staff member get sick with covid cdc offer tip to protect the health and safety of staff and customer tip here,real
1058,local woman informs kid that mother s day is going ahead despite coronavirus,fake
1059,an update on managed isolation protocol from on april 9th everybody coming across the border to go into day of quarantine or managed isolation since then more than people have been in one of those facility,real
1060,netflix documentary tiger king ha risen in popularity a covid force people into lockdown so it no surprise that a rumour began that one of it main protagonist ha been infected latest issue of coronacheck factcheck coronavirusfacts,fake
1061,angela rayner ha demanded all social care worker in the uk are paid at least the real living wage a care home brace for a feared second wave of covid labour s deputy leader join breakfast to discus channel watch live,real
1062,coronavirusupdates total covid case in india a on august cured discharged migrated active case death total covid confirmed case cured discharged migrated active case death via mohfwindia,real
1063,a noted meteorologist say the california wildfire are being fanned by the coronavirus coronavirus,fake
1064,russian s health minister announced that starting october his country would share a covid vaccine with ally including venezuela,fake
1065,we have recorded close contact from the charter flight from christchurch to auckland of those have been tested these include the people closest to the person on the flight have returned a negative result,real
1066,we should have a rudimentary website and more sustainable process going in the next day or so thanks to dozen of volunteer weve hit pause on adding new people to the effort but we will start bringing more in a we smooth the workflow and have easier way to plug in,real
1067,to date our system ha recorded of those close contact a having returned a negative test result there have been casual contact identified from the gym class of which have been tested and returned a negative result,real
1068,rt vaccineepi who sage covid vaccine recommendation are taking shape if youre modeller economist tackling our key q havent resp,real
1069,with today s six new case and one additional recovered case our total number of active case is of those are imported case in miq facility and are community case,real
1070,today we have recorded of all confirmed and probable case a having recovered from covid an increase of three on yesterday for a total of there are no additional death to report,real
1071,japanese nobel laureate dr tasuku honjo ha said china manufactured coronavirus and he once worked at the wuhan lab which later produced it,fake
1072,one new case of covid ha been confirmed in oyo state nigeria a at am on the 22nd of march there are confirmed case of covid in nigeria of the confirmed case have been discharged with no death,real
1073,our daily update is published we ve now tracked million test up 152k from yesterday a bit over the april average the testing plateau continues note that we can only track test that a state report for detail see,real
1074,kmedved one wrinkle to this data one way we think we d know if we were missing lot of data is if the positive rate start to go up also worth noting what you see is an upper bound on positive rate,real
1075,democratic primary candidate find common ground in being high risk for coronavirus,fake
1076,nicolás maduro warned that the covid disease might be a biological weapon created against china and the rest of the world,fake
1077,text in lithuanian excerpted from a letter claim who measure are a genocide and pandemic isnt real,fake
1078,covid update there are nine new case of covid to report in new zealand today eight confirmed case and one probable case the total number of active case in new zealand is of which are imported case from managed isolation facility,real
1079,rt politifactnc nc gov roy cooper said some covid patient in other state died because they had trouble getting a ventilator or icu,fake
1080,image show indonesian doctor dr hadio ali who died due to covid,fake
1081,indiafightscorona india ha one of the lowest global covid fatality rate drharshvardhan dr vinod paul member health nitiaayog apprises gom on vaccine development in india,real
1082,latest update from the directorgeneral health and the police commissioner there are no new case of covid to report today this mean new zealand s combined total of confirmed and probable case is of which are confirmed case of covid,real
1083,did donald trump attempt to steal a covid vaccine from a german company and refuse testing kit from who,fake
1084,coronavirus patient zero identified santa coronavirus patientzero,fake
1085,say president donald trump is morbidly obese,fake
1086,there are no new recovered case to report so there continue to be active case all in managed isolation facility none of those people are receiving hospitallevel care our number of confirmed case remains at,real
1087,the covid pandemic wa caused by the 5g network all influenza pandemic are caused by the electrification of the earth,fake
1088,another implication of that fact there is a lot of headroom left for the outbreak to grow weve locked in lot of transmission already a the data we see here lag by week from the time of infection,real
1089,kabataan representative in the philippine sarah elago tested positive for coronavirus,fake
1090,andrew jenkinson say his wife treatment ha been paused because there is too much concentration on covid get more on this story here,real
1091,here the good news today death fell under for the first time since march the day average keep falling slowly,real
1092,myanmar navy ship have started blocking and shooting bengali to stop them from entering the country with covid,fake
1093,there are five recovered case to report bringing our total number of active case to of those are imported case in miq facility and are community case,real
1094,it ha been day since the last case of covid wa acquired locally from an unknown source the total number of active case is today s new case is a woman in her who arrived in new zealand on july from london via doha and sydney,real
1095,acc to icmrdelhi covid testing strategy asymptomatic direct highrisk contact of a confirmed covid case need to be tested once between day of coming into contact please contact district surveillance officer for covid test of the family,real
1096,more than people have returned to nz since march our managed isolation and quarantine worker are working on the ground supporting our returnees and keeping our community safe from covid mbiegovtnz,real
1097,while it is too soon to a the full impact of covid the report estimate that million more people may face chronic hunger by the end of this year drtedros sofi,real
1098,delay in getting coronavirus test result back have been condemned a appalling and negligent by the chair of a body representing care home in the uk,real
1099,the latest cdc covidview show that influenzalike illness ha declined nationally and is below baseline but remains elevated in the northeastern and northwestern part of the u s see additional data,real
1100,note the death reported for lagos state on 23rd july include previously unreported death a breakdown of case by state can be found via takeresponsibility,real
1101,the latest cdc covidview report show the percentage of death attributed to covid increased during the first week of july but ha since been on the decline,real
1102,indiafightscorona major highlight of this week more than crore test conducted so far in the last hr more than lakh sample have been tested no of recovered patient crossed lakh unlock guideline issued by hmoindia secretary mohfwindia,real
1103,ariellesophia it s a very messy number especially in a time series you could get a number that reflects today but it would be a mix of cumulative hospitalization for some state and daily total for others,real
1104,the index case of covid in nigeria wa detected by an astute physician who wa aware of our national case definition our appeal to health care worker is to pay attention to patient s travel history at this critical time chikwei on channelstv,real
1105,one article of le parisien french journal published in reveals that covid wa created by chinese scientist,fake
1106,olly murs turn up at his local hospital with coronavirus but it turn out to be a hangover,fake
1107,current hospitalization ticked up for the first time since early may today thats largely because alabama began reporting hospitalization today which added people to the known national total of 31k,real
1108,bruno covas mayor of são paulo admited using chloroquine he banned the drug in são paulo,fake
1109,new case of covid have been reported in lagos in borno in osun in katsina in kano in ekiti in edo in bauchi in imo a at pm 25th april there are confirmed case of covid reported in nigeria discharged death,real
1110,claim cow urine dung could treat covid assam legislator haripriya fact such claim only add to misinformation fearmongering should fight disease scientifically anant bhan health researcher no preventive med cure yet who,fake
1111,breaking people who may have coronavirus will be required to selfisolate by law with those who refuse facing fine of up to in england read more here,real
1112,the overarching goal of the covax facility is to ensure that all country have access to vaccine at the same time and that priority is given to those most at risk including health worker older people and others at the highest risk drtedros covid unga un75,real
1113,pakistan pm imran khan tested covid positive,fake
1114,a the coronavirus ha led to layoff that stripped worker of their employersponsored health insurance top republican have actually encouraged people to sign up for plan available on the marketplace set up by obamacare,fake
1115,a claim that india s ministry of home affair ha made it a punishable offense for citizen to publish post on social medium about the novel coronavirus ha been shared repeatedly on facebook twitter and whatsapp,fake
1116,now a the virus is spreading once more we have had to act health secretary matt hancock explains what local measure have been taken to try and stop the spread of coronavirus follow live here,real
1117,no response from the government to the nurse staff in civil hospital regard there safety and security due to this all people of telangana suffering from it if they have seasonal cold and cough or fever they are worried about to go for hospital due to covid telangana government should think about the situation and solve the problem a soon a possible kcrfailedtelangana bangarutelangana,fake
1118,we believe this data is central to our mission of recording statelevel data that illuminates the severity of the outbreak and the intensity of response to it we expect that more and more state will be reporting these number soon,real
1119,coronavirusupdates indiafightscorona india touch a new peak of test in a day taking cumulative testing to with highest single day covid recovery of recovery rate improves to today,real
1120,hospital in the united state get paid for patient who die from the flu for covid,fake
1121,indiafightscorona recovery of more than lakh ha been made possible because of the policy of testing aggressively tracking comprehensively treating efficiently better ambulance service focus on standard of care use of noninvasive oxygen have given desired result,real
1122,new case of covid lagos fct akwa ibom oyo kaduna delta river ogun ebonyi kano plateau gombe kebbi kwara bauchi borno case of covid 19nigeria discharged death,real
1123,photo of people in medical scrub lying on the floor of an operating theatre show some of the italian doctor who died of covid in one day on,fake
1124,video show dead body in delhi loknayak hospital in india,fake
1125,jedward say they believe coronavirus is starting to lose some of it power,fake
1126,we have not heard of a single police officer dying from covid across the world,fake
1127,the nobel prize winner for inventing the pcr method say it is not suitable for virus detection,fake
1128,the inventor of the pcr said his test did not work to detect virus,fake
1129,a we mark day since our first case of covid 19nigeria we remember over people we ve lost to this outbreak a we publish the daily situation report we remember the human loved one behind these number chikwei on tvcconnect,real
1130,the dpp democratic progressive party politician wang shijian said taiwan ha more than confirmed case,fake
1131,our total number of confirmed case is we will report this to the who,real
1132,u lab can test for infection with covid using existing cdc test kit for specific instruction on the newest protocol using cdc test visit,real
1133,in the absence of a vaccine to prevent covid we have to focus on nonpharmaceutical intervention such a using face mask physical distancing and frequent hand washing beeodune on hitfmcalabar join the ongoing conversation live,real
1134,nobel laureate dr honjo ha claimed covid virus to be man made in wuhan laboratory,fake
1135,intrepid investigative reporting reveals the mystery ingredient of russki covid vaccine russia coronavirus,fake
1136,indiafightscorona india ha substantively ramped up it testing infrastructure from one lab in jan to lab today expanded diagnostic lab network facilitation for easy testing across the country ha given a boost and india ha done more than crore test presently,real
1137,indiafightscorona average daily recovered case week wise have grown time from in 1st week of july to in last week of august,real
1138,this brings our total number of case to of these are linked to the latest community outbreak given that these case are linked we are treating them a a cluster at this stage we expect that there will be further case,real
1139,who back off asymptomatic coronavirus transmission claim coronavirus,real
1140,county with lax travel policy risk not only becoming the next hot spot of the disease but also acting a reservoir for the virus that reignite infection in place that have tamped it down actnow stayhome via nytimes,real
1141,rt cdcehealth cdc lead a new national genomics consortium to help coordinate sarscov sequencing in laboratory across the united st,real
1142,relax i developed my cooking skill during lockdown get your apron here,fake
1143,if you ve gotten flu shot in the past year you will test positive for the wuhan strain of covid,fake
1144,rt mohfwindia indiafightscorona who ha advised test per day per million population with focussed centre led effort and effec,real
1145,american attempting to speak truth to power hindered by statemandated face mask covid pandemic freedom,fake
1146,prescription issued by dr raj kamal agarwal sir ganga ram hospital for general public in case of any emergency kindly save this prescription for any kind of emergency,fake
1147,the coronavirus transmission rate could now be a high a in the uk official figure show,real
1148,the access to covid tool act accelerator is a groundbreaking global collaboration to accelerate the development production and equitable access to covid diagnostics therapeutic and vaccine,real
1149,the leakage of different harmful virus from the laboratory cannot be just accidental there more to it world must be saved from china weve already lost an entire year due to covid which originated from china who narendramodi pmoindia,fake
1150,kevinlyfather tuckercarlson if genetic manipulation had been performed one of the several reversegenetic system available for betacoronaviruses would probably have been used however the genetic data irrefutably show that sarscov is not derived from any previously used virus backbone,fake
1151,a message claimed that angel broking ha gone bankrupt a oil price went negative due to coronavirus lockdown around the world,fake
1152,a video ha been shared in multiple facebook and twitter post in april alongside a claim it show a temple in india that wa turned into a covid quarantine centre by the state government,fake
1153,at present there are nine vaccine that are part of this dynamic portfolio which is constantly being reviewed and optimised to ensure access to the best possible range of product drtedros covid,real
1154,covid ha affected every person in america in some way but it is not affecting everyone in the same way many racial and ethnic group are overly affected by covid read about cdc s commitment to improve healthequity,real
1155,all the government s coronavirus f kups a timeline,fake
1156,nebraska the most strict measure it turn out contain the virus faster than all other option the virus could peak in the middle of april and disappear entirely by the middle of july according to the covid act now model via dailyneb,real
1157,convalescent plasma should not be considered standard of care for the treatment of patient with covid 19asserts nih,real
1158,in a clinical trial just released today from havana cuba good news for cuba and china antiviral injection heberon alfa r interferon alfa 2b for treating early covid however the control group wa much sicker,fake
1159,a claim that sri lankan student were flown home by pakistan after they were stranded during the county covid lockdown ha been shared on facebook and whatsapp,fake
1160,a video is doing the round on social medium which claim that policeman are now being tested positive for the covid,fake
1161,reposting the daily case chart for clarity here it wa mislabeled in an earlier tweet case total are drifting down due to the improving situation in the ny metro area still the 25k newly reported case represent more than of the global total,real
1162,when you travel take step to slow the spread of covid learn more at,real
1163,a lot of that engagement appears to have been driven by brian rose and his organization london real which is behind the website that hosted plandemic and ha a history of airing falsehood about covid,fake
1164,there have been no positive test from our border and managed isolation facility over the last few day we continue to test all border and miq staff,real
1165,updated our timeline of president donald trump response to the coronavirus pandemic includes his comment about a speedy vaccine and the bob woodward tape,fake
1166,is australia doing better on covid than new zealand despite a more extreme lockdown there qanda factcheck,fake
1167,china communist government created the novel coronavirus in a laboratory and released it into the world a a deadly bioweapon,fake
1168,claim that coronavirus is fake and belarus is coping very well with this pandemic of hysteria,fake
1169,people in scotland have been banned from visiting other household indoors in tough new restriction that go further than those announced for england get more on the new measure in scotland here,real
1170,there is one additional previously reported case that is now considered to have recovered from covid our total number of active case is of those are imported case in miq facility and are community case,real
1171,news government s covid alert level reduced from asleep to comatose,fake
1172,image of an alleged fire at new york lebanon hospital,fake
1173,acc to mohfwindia report on am top state with highest no of recovered covid case are maharashtra tamilnadu andhrapradesh karnataka uttarpradesh covid covid coronaviruspandemic,real
1174,the number of patient currently hospitalized with covid ha fallen from the peak on july,real
1175,todayinncdc a virtual risk communication training wa held for health educator key communication stakeholder across state fct strengthening nigeria covid response activity in collaboration with uscdcnigeria banigeria ccsimpact coronams takeresponsibility,real
1176,three close family contact of the man travelling with him have also been tested with two negative result and a third pending all are being treated a close contact so will be checked daily and retested if they develop symptom or at day of their stay,real
1177,a study of recovered covid patient find that it take on average day from when covid symptom first appear for the patient to test negative pcr test older age and more severe symptom are associated with longer viral clearance time read more,real
1178,the latest cdc covidview report show people continue to have the highest rate of covid 19associated hospitalization followed by people age hospitalization rate are cumulative and will continue to increase a the pandemic continues,real
1179,factchecking joe biden on military coronavirus death he offered a vastly larger number mistaking michigan s number for the military toll,fake
1180,american arm themselves a coronavirus panic spread american coronavirus,fake
1181,uv ray and sunlight can kill the coronavirus,fake
1182,in pennsylvania action taken over the past two week including shutting down thousand of business and issuing a stayathome order for county are essential to thwarting worstcase scenario and reducing future death,real
1183,canadian government scold citizen for not fully embracing it halfmeasures covid,fake
1184,say president donald trump spawned the wuhan super virus outbreak under code name zyphr,fake
1185,niño jesús hospital ha been left without covid to care for child and young people in madrid,fake
1186,chief minister ha issued a new curfew timing from tomorrow shop timing will be morning am to 00pm,fake
1187,announcing our longterm care covid tracker the most comprehensive dataset on covid in longterm care facility in the unisted state,real
1188,coronavirus christmas is the best time for new lockdown measure say oxford expert,real
1189,we are pleased to announce the inclusion of the general hospital onitsha anambra to the ncdc molecular laboratory network there are currently laboratory with the capacity to test for covid in the ncdclabnetwork takeresponsibility,real
1190,thanks to the continued advocacy of twang were also looking at a new way of describing the positivity rate test per positive after rising for much of may in these region good the number is beginning to fall bad,real
1191,disney world reopens in hope that inevitable parental death will inspire future film disney covid,fake
1192,our national contact tracing service ha close contact identified of those have been contacted and are in self isolation others are being contacted,real
1193,rt cdcdirector a key feature of the covid outbreak is it can spread before you even have symptom or feel sick so it is quite contag,real
1194,last monday case hit their lowest daily total since march today the case number is up a couple thousand case from last week though still under 20k,real
1195,indiafightscorona of new case in the country are concentrated in state ut state ut also account for of new recovery maharashtra andhra pradesh and karnataka are among these reporting higher number of recovery and new covid case too pmoindia,real
1196,rt cdcglobal cdc work diligently to fight respiratory illness on the frontlines including both tb and covid learn more about our g,real
1197,reopening school ha caused a flareup of contamination in france,fake
1198,reporter without border reported that the government of turkmenistan had banned the word coronavirus and that people could be arrested for wearing mask or discussing the pandemic,fake
1199,rt drharshvardhan covid 19update india recovery rate amongst covid patient now stand at case fatality rate ha slumped f,real
1200,it should be obvious now but the large number of new case in these state are not just due to testing florida and georgia have positivity rate well beyond only arizona ha a higher positivity rate than florida right now,real
1201,our daily update is published we ve now tracked million test up 406k from yesterday note that we can only track test that a state report and that there are important caveat for detail see,real
1202,our u intervention model project covid infection hospitalization and death across the united state a well a model how public health intervention contain the spread of covid and save life,real
1203,a worker at the prince hotel in mehdipatnam hyderbad india ha tested positive for coronavirus,fake
1204,jamal khashoggi died from coronavirus saudi arabia donaldtrump coronavirus saudiarabia jamalkhashoggi,fake
1205,can anyone help in getting surgical mask and other safety gear these are needed from donation to hospital isolation quarantine centre and other volunteer working in the affected area covid 19pakistan,fake
1206,day in the office to catch up on work london computer cleaning keep it equipment safe by disinfecting keyboard mouse laptop and more from bacteria germ and virus such a covid business coronavirus safetyfirst tech,fake
1207,rt icmrnirrh covid pandemic increase the risk of perinatal anxiety depression domesticviolence it is critically important that s,real
1208,a of july the cumulative number of covid case reported in the u s surpassed million wear a mask when around people who don t live in your household stay foot away from others wash your hand often see more data,real
1209,every day that american elected official wait the more life we will lose to covid mother brother sister father grandparent friend coworker tell your elected official that these life matter quick educated decision are necessary to fight covid,real
1210,amid the who threatening update big techbiotechbig pharma politics and the news of promising vaccine coronil is the only hope naman to shri yogrishiramdev,fake
1211,the 4c mortality score accurately predicts risk for death in hospitalized patient with covid when completed during admission,real
1212,nick forbes the leader of newcastle city council say people meeting in city centre late at night is a challenge to preventing the spread of covid saying after a few drink that mean social distancing go out the window kayburley,real
1213,the california situation continues just to do the math if the positive negative ratio stay the same a big assumption there could be more than 10k additional positive in california which would give the state the secondmost confirmed case in the nation,real
1214,italian mp sara cunial say bill gate kill people with vaccine and terminator seed and that he is behind the covid pandemic,fake
1215,pcr test swab length is double the length for the flu test,fake
1216,the number of covid infection in japan is time higher than officially announced,fake
1217,harvard scientist predicts coronavirus will infect up to percent of humanity,fake
1218,new a popular facebook post erroneously cite a list of medical export a evidence that covid test existed prior to the pandemic they didnt,fake
1219,with the expanded national case definition addition of two new laboratory to test for covid in ibadan ebonyi state the national testing capacity is now at a day i applaud all our health worker emergency responder in this critical time hmh dreoehanire,real
1220,u president donald trump called philippine president rodrigo duterte to ask for help to solve coronavirus because he can t handle his constituent,fake
1221,covid is a strain of the flu,fake
1222,doctor should pay particular attention to patient with endocrine disorder and diabetes who develop covid endocrinologist said,real
1223,the rapid diagnostic test for coronavirus are being manipulated to show more coronavirus infection,fake
1224,coronavirus latest is it time to turn on each other,fake
1225,ratan tata indian industrialist spoke about how the indian economy would bounce back and that he did not believe expert predicting a slowdown,fake
1226,if you maintain social distancing indoors there no reason to have an additional mask on top of that,fake
1227,phase trial of bharat biotech covaxin to start in lucknow and gorakhpur dr amish pathak on covid today on our ig channel covid covid 19india pandemic,fake
1228,the reason the u s documented the most covid case in the world in wa because it had tested more resident at a faster rate than any other country,fake
1229,our daily update is published we ve tracked a total of test up from yesterday the lowest number since note that we can only track test that a state report and not all state report all test for detail see,real
1230,hcp protect yourself and others from covid by following these facemask do s and don t learn more,real
1231,fauci say it may be the end of before we are back to a degree of normality,real
1232,china ha successfully developed a vaccine ready to combat the coronavirus,fake
1233,indiafightscorona benefit to healthcare worker pradhan mantri garib kalyan package an additional incentive of r per month is being paid to ashas in view of their significant contribution towards covid pandemic related work detail,real
1234,death blamed on coronavirus are actually due to the flu,fake
1235,college student are not at risk of being hospitalized for covid,fake
1236,of pregnant woman test positive for covid,real
1237,our daily update is published we ve now tracked million test up 420k from yesterday for detail see,real
1238,a at pm 23rd april case by state lagos fct kano ogun katsina osun oyo edo borno kwara akwa ibom kaduna gombe bauchi delta ekiti ondo river jigawa enugu niger abia benue anambra sokoto adamawa plateau,real
1239,of pcp report covid significantly changed their work of specialist report the same,real
1240,our model estimate that colorado ha a high positive test rate and is near full icu capacity colorado ha an elevated risk based on our reopeningsafely metric,real
1241,breaking news russia s covid vaccine successfully tested ready for use,fake
1242,don t put family at risk for covid by visiting them in person call grandparent or invite them to a video chat keep your loved one safe by staying connected while physically distant physicaldistance togetheralone,real
1243,we are aware of ongoing clinical trial conducted by scientist in the uk and will work with our sister agency to evaluate this emerging data on the use of dexamethasone we will inform the general public on outcome following scientific review and validation,real
1244,in resident evil the umbrella corporation release a virus that infects the people of raccoon city a biological research lab with the exact same logo a the umbrella corporation can be found in the city where the coronavirus outbreak originated,fake
1245,the bombay high court in mumbai city ha extended the lockdown in the state of maharashtra till april,fake
1246,population of india crore if covid if we do this testing for lakh people every day then it will take day that is approximately four and a half year to test crore people and this much time is also enough to finish the country,fake
1247,since august our contact tracing team ha identified close contact of case of which have been contacted and are selfisolating or have completed selfisolation we are in the process of contacting the rest,real
1248,rt mygovindia pm narendramodi launched hitech state of the art covid testing facility in city which will scale up testing to,real
1249,the severity of the covid case in surabaya indonesia is caused by a global elite conspiracy,fake
1250,wondering how covid got it name it s short for coronavirus disease covid is caused by a coronavirus which look like a crown take step to slow the spread wear a mask wash your hand often and stay foot apart learn more,real
