aug_tweet,label,tweet
"elisa one-year-old grenade, the first woman to receive a covid vaccine, died",fake,elisa granato yearold the first woman to get vaccine for covid died
the indian ministry considers that the publication of something about coronavirus is a punishable crime,fake,the indian home ministry considers posting anything about coronavirus a punishable offence
"chinese expert warn about a lung scar caused by covid, this is more serious than sars anus back",fake,chinese expert warn about a scar in the lung caused by covid this is more severe than sars year ago
nih year ago nih publish a study on chloroquine that is effective against covid,fake,say the nih year ago published a study on chloroquine it is effective against covid
chinese court court authorized to kill a coroner-infected patient,fake,chinese court gave permission to kill patient infected with coronavirus
coronavirus the number behind do uk covid alert,real,coronavirus the number behind the uk newest covid warning
secondary infection in covid most pneumologists don't know what to do with this,real,secondary infection in covid most pulmonologists aren t sure what to make of this
arming an american coronavirus panic coronavirus propagated coronavirus,fake,american arm themselves a coronavirus panic spread american coronavirus
pakistan pm imran khan tested positive covid,fake,pakistan pm imran khan tested covid positive
disney world will reopen hope that inevitably parental death will inspire the future film disney covid,fake,disney world reopens in hope that inevitable parental death will inspire future film disney covid
a voice note says the government will implement a total blockage of two months,fake,a voice note say that the government will apply a total lockdown for two month
saying that drinking a jelly solution will prevent you from getting the coronavirus,fake,say drinking a bleach solution will prevent you from getting the coronavirus
former presidential candidate herman cain dy of covid,fake,breaking former presidential candidate herman cain dy of covid
coronavirus new measure of local coronavirus blocking in part of north west midland and west yorkshire,real,coronavirus new local lockdown measure in part of north west midland and west yorkshire
a video clip showing a medical couple who died after treating patient covid,fake,a video clip show a doctor couple who died after treating covid patient
untreated vitamin d deficiency associated with increased risk of covidence,real,untreated vitamin d deficiency linked to an increased risk of covid
icymi coronavirus of icymi coronavirus give your weekend safety report,fake,icymi coronavirus give your weekend safety briefing
italian photo prostrating in the middle of the coronavirus pandemic,fake,photograph of italian who prostrate in the middle of the coronavirus pandemic
indiafightscorona state account of total active case in the country,real,indiafightscorona state account for of total active case in the country
trump explains that he was sarcastic sarcastic donaldttrump falsenews covid,fake,trump explains he wa being sarcastic donaldtrump fakenews covid
"in indian karimganj assam, seven children died of coronavirus in a week in indian karimganj assam",fake,seven child died from coronavirus within one week in karimganj assam india
triumph to announce biden lanced coronavirus wuhanininstitutofvirologylaboratory,fake,trump to announce biden started coronavirus wuhaninstituteofvirologylaboratory
a found a cure for the covid a mixture of lemon and soda bicarbonate,fake,the are no covid death in israel a they found a cure for covid a mixture of lemon and baking soda
the new coronavirus is micro and for this reason large enough to be stopped by mask,fake,the new coronavirus is micro and for this reason wide enough to be stopped by mask
"harvard, a harvard scientist, predicts that the coronavirus will infect up to a percentage of humanity",fake,harvard scientist predicts coronavirus will infect up to percent of humanity
"when you wear a medical mask, you're supposed to wear the white side out when you're not sick.",fake,when using a medical mask youre supposed to wear the white side out when youre not sick
an indian doctor who had gone to collect a sample of coronavirus in uttar pradesh wa stoned to death,fake,an indian doctor who had gone to collect coronavirus sample in uttar pradesh wa stoned to death
"christmas christmas coronavirus is the best time for the new blocking measure, let's say oxford expert",real,coronavirus christmas is the best time for new lockdown measure say oxford expert
"i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief, i'm a thief.",fake,burglar suffer corona crash criminal appeal crook burglar breakin goingbust
coronavirus australia set for daytime infection but low in month says europe serve a warning,real,coronavirus australia set for lowest daily infection in month a it say europe serf a a warning
coronavirusupdate indifightssscorona india s covid scale rate recovery of covid scale a pic too long run past,real,coronavirusupdate indiafightscorona india s covid recovery rate scale a peak too race past
"the number of tuesday deaths on the rise, but unlike the previous week did not set a new high",real,a per normal the tuesday death toll wa up but unlike previous week it did not set a new high
an official mask to combat the freed wa romance coronavirus,fake,an official mask to combat the novel coronavirus wa released
the president of ghana has revealed that the coronavirus wa created in a laboratory,fake,the president of ghana revealed that the coronavirus wa created in a laboratory
anyone who wants a test for the coronavirus can get a test,fake,anybody that want a test for the coronavirus can get a test
masking is not a belief system that simply blatantly ignores scientific evidence,real,mask are not a belief system you re just blatantly ignoring scientific evidence
indian police personnel beaten by a person during execution of the blocking claim through an image,fake,indian police personnel beaten by a person while enforcing lockdown claim made through an image
a small increase from the last tuesday state southeast reported of these deaths,real,state reported death a small rise from last tuesday southern state reported of those death
nor is the covid coronavirus viral pole unicef nor accurate,fake,neither the viral post on coronavirus covid is from unicef nor it is accurate
priti patel s news priti patel sleep guide only during a terrifying pandemic,fake,news priti patel s guide to sleeping soundly during a terrifying pandemic
a photo shared a thousand times on facebook intends to show the throat of a new coronavirus patient,fake,a photo shared thousand of time on facebook claim to show the throat of a novel coronavirus patient
delhi ncr is not going to be in a complete shutdown for a week from june,fake,delhi ncr is not going under a complete lockdown for week from june
aspirin paracetamol mixing honey paracetamol and lemon cura covid,fake,mixing aspirin paracetamol honey and lemon cure covid
in aurangaba covid antibodies testing in private lab available now,fake,in aurangaba covid antibody testing in private lab available now
complete discontinuation of fibrinolysis fibrinolysis seen in severe covid,real,complete fibrinolysis shutdown seen in severe covid
coronavirus canceled after leaking photos reveals that he wore black face to costume dress party in,fake,breaking coronavirus cancelled after leaked photo reveals it wore blackface to fancy dress party in
new york school add a covid vaccine to compulsory school schedule,fake,new york school add a covid vaccine to the mandatory school schedule
men skimm to find a personality after cdc suggests beard beard to stop coronavirus,fake,men scramble to find a personality after cdc suggests shaving beard to stop coronavirus
a new antibody study raises concerns about what happens after coronavirus infection,real,new antibody study raise concern about what happens after coronavirus infection
quarantine patient video show dancing in a covid center in mumbai,fake,video show quarantined patient dancing in a covid center in mumbai
people are beginning to enter er with fungal lung infection for wearing mask,fake,people are starting to enter er with fungal lung infection from wearing mask
untreated vitamin d deficiency associated with increased risk of covidence,real,untreated vitamin d deficiency linked to an increased risk of covid
charles and camilla parker bowl saving archie from the coronavirus and america pandemic,fake,prince charles and camilla parker bowl rescuing archie from america and coronavirus pandemic
test yourself or that is diagnosis via osmosis,real,test yourself what s the diagnosis via osmosismed
video show demolished 5g station in hong kong protestant hong kong responsible 5g of covid,fake,video show demolished 5g station in hong kong protestors held the 5g responsible for covid
the death of known coves also remained close to the level they had been to during the last week.,real,known covid death also remained near the level theyve been at for the past week
man visited albany n and day before he died of coronavirus,fake,man visited albany n y day before dying from coronavirus
cemetery of separate crematorium cemetery for fatality of covidents,fake,separate crematorium graveyard mooted for covid fatality
masking is not a belief system that simply blatantly ignores scientific evidence,real,mask are not a belief system you re just blatantly ignoring scientific evidence
find a parasite in the white house donaldtrump white house pandemic that parasites,fake,scientist find a parasite in the white house donaldtrump whitehouse pandemic who parasite
news that i don't need spoons to reopen we say man with a barrel of hot pipi in his shed,fake,news i don t need wetherspoons to reopen say man with a barrel of warm piss in his shed
the post show body of co-lived patient in hospital injp delhi india,fake,the post show dead body of covid patient lying in the lnjp hospital delhi india
you shouldn't have to say that coronavirus coronavirus is a bad idea via childrensphila,real,you shouldn t have to say it coronavirus party are a bad idea via childrensphila
coronavirus is the common fresh people,fake,the coronavirus is the common cold folk
israel has made the first country in the world to announce a second blockade of the national coronavirus,real,israel ha become the first country in the world to announce a second national coronavirus lockdown
unused covid test that already had positive results were found in your alabama callous,fake,unused covid test that already had positive result were found in tuscaloosa alabama
nova recommends encouraging children under 4 to masturbate,fake,new who guideline recommend encouraging child under four to masturbate
may reduce the risk of fatal hatching,real,metformin may lower risk for fatal covid
coronavirus strategy of the news government coronavirus strategy enters the hope that everything is ordered to itself phase,fake,news government coronavirus strategy enters the hope it all sort itself out phase
a quick home covid test praised by casa blanca is under fire along with the fda standard,real,a speedy home covid test praised by white house is under fire along with fda standard
john turns back in hospital health coronavirus johntravolta pandemic saturdaynnightfever,fake,john travolta back in hospital health death coronavirus johntravolta pandemic saturdaynightfever
double increase in mortality among coronavirus patients with hypertension,real,twofold increase in mortality among coronavirus patient with hypertension
new york school add a covid vaccine to compulsory school schedule,fake,new york school add a covid vaccine to the mandatory school schedule
this photo shows the young pregnant doctor who died of coveted in algeria,fake,this picture show the young pregnant doctor who died from covid in algeria
"can be prevented covid, avoiding cold drinks soda night bath soda and sweet",fake,you can prevent covid by avoiding cold drink night bath soda and sweet
that a solid update of healthyfla to your data reports provided thanks,real,what a solid update by healthyfla to their covid data reporting thank you
last recommendation for the use of remdesivir and dexamethasone in coronavirus,real,latest recommendation for the use of remdesivir and dexamethasone in coronavirus
nasa satellite video nasa satellite video have shown that the coronavirus is being removed in india,fake,nasa satellite video have shown that the coronavirus is retreating in india
colombia is the last country in coronavirus test ranking,fake,colombia is the last country in the coronavirus test ranking
news all waiting anxiously for coronavirus pandemic pandemic coronavirus that passes to return to the toilet blade safely,fake,news everyone looking forward to coronavirus pandemic passing to get back to safely licking toilet
the guide of schoolchildren to use coronavirus coronavirus to take the absolute pipi,fake,the schoolkids guide to using coronavirus to take the absolute piss
leicester wants the down lock rule translated into indecipherable jargon,fake,leicester want lockdown rule translated into indecipherable slang
wa stated that israeli discovered the vaccine for coronavirus and that there will be no more deaths.,fake,it wa claimed that israeli discovered vaccine for coronavirus and no more death will be there
video of the situation of blockade of muslims violating in the old hyderabad city,fake,video of muslim violating lockdown condition in old city hyderabad
our daily update is published we have now tracked million test up 511k yesterday for details view,real,our daily update is published we ve now tracked million test up 511k from yesterday for detail see
or nasal buffer test to detect nasal damage to the brain's blood barrier and may cause a brain infection,fake,the nasal swab test for covid damage the bloodbrain barrier and can lead to brain infection
"infected note of coronavirus spread over the inner street, disinfected",fake,video show coronavirus infected note scattered on indore street being sanitized
elvis poster coronavirus elvispresley rocknroll memphis elvislives gracelands,fake,fan rocked over elvis poster coronavirus elvispresley rocknroll memphis elvislives gracelands
"yesterday's test was processed, or that brings the total to global processed test",real,yesterday test were processed which brings the total to test processed overall
check fact neither covid coronavirus viral post is unicef nor accurate,fake,fact check neither the viral post on coronavirus covid is from unicef nor it is accurate
hospital in pakistan is overwhelmed by coveted patient,fake,hospital in pakistan is overwhelmed by covid patient
mortality rate among those infected by covid,fake,fatality rate among those infected by covid range up to in those aged and over
school coroner's number sending home pupil due to covid quadruple in a week,real,coronavirus number of school sending home pupil due to covid quadruple in a week
state reported today death the least since march midday is death per day,real,today state reported death the fewest since march the day average is death per day
the covid is an exosome and the pandemic is related to 5g of signal,fake,covid is an exosome and the pandemic is related to 5g signal
government of an indian state madhya pradesh ordered that shootatsight force to block,fake,government of an indian state madhya pradesh ordered shootatsight to enforce lockdown
nih investigates the usefulness of anticoagulant in the treatment of covid,real,nih investigates the usefulness of blood thinner in covid treatment
is not a second wave of covet that comes soon the normal season of cold flu,fake,it not a second wave of covid coming soon it the normal cold flu season
an association emerges between the severity of coronavirus infection coronavirus and blood type,real,an association between severity of coronavirus infection and blood type is emerging
coronavirus novel coronavirus can survive day on the road that should keep your shoe out of a milan doctor say,fake,novel coronavirus can survive day on the road you should keep your shoe out a doctor from milan say
"1,000 volunteers to be infected with coronavirus in the hope of accelerating a vaccine",fake,thousand volunteer to be infected with coronavirus in the hope of accelerating a vaccine
plasma convalescent plasma show potential for covid treatment,real,convalescent plasma show potential a covid treatment
"if we stopped testing right now, we'd have very few cases, if there were",fake,if we stopped testing right now wed have very few case if any
"when we eradicate the coward, we can start over the asshole get the t-shirt here.",fake,when weve eradicated covid can we get started on the moron get the tshirt here
we don't hear about a single cop who dies of covid all over the world.,fake,we have not heard of a single police officer dying from covid across the world
to whatsapp message supposedly from a chinese doctor and cnn who say coffee can prevent coronavirus,fake,a whatsapp message allegedly from a chinese doctor and cnn that say coffee can prevent coronavirus
hydroxychloroquine do not show any benefit to the patient concerned through,real,hydroxychloroquine show no benefit for covid patient via who
a nigerian in germany has developed a coveted herbal cure,fake,a nigerian in germany ha developed a covid herbal cure
is not a second wave of covet that comes soon the normal season of cold flu,fake,it not a second wave of covid coming soon it the normal cold flu season
newsman who has spent the last six weeks inside the animal crossing informed of coronavirus blockage,fake,news man who ha spent last six week inside playing animal crossing informed of coronavirus lockdown
news boris johnson proposes a lunashot shot plan to defeat covid using jedi space magic,fake,news boris johnson proposes moonshot plan to defeat covid using jedi space magic
coronavirus novel coronavirus can survive day on the road that should keep your shoe out of a milan doctor say,fake,novel coronavirus can survive day on the road you should keep your shoe out a doctor from milan say
coronavirus novel coronavirus can survive day on the road that should keep your shoe out of a milan doctor say,fake,novel coronavirus can survive day on the road you should keep your shoe out a doctor from milan say
covid vaccinate arthurcaplan asks if our priority is speed or safety,real,covid vaccine arthurcaplan asks if our priority is speed or safety
"florida also faces a serious problem with a backlog of cases in miami, which added the case to the total state",real,florida also had a major problem with a case backlog in miami which added case to the state total
coronavirus covid coronavirus update that the world is at war with a hidden enemy we're going to win,fake,covid coronavirus coronavirusupdate the world is at war with a hidden enemy we will win
president trump trump asked to see the coveted diagram of death realdonaldtrump here you go,fake,president trump asked to see the covid death chart realdonaldtrump here you go
since italy has not registered any new case of coronavirus,fake,since italy hasnt registered any new case of the coronavirus
wuhan immersion china coronavirus real estate wuhan,fake,wuhan property price take a dive china coronavirus property wuhan
a chinese intelligence agent reveals that coronavirus is a biological weapon,fake,chinese intelligence officer reveals coronavirus is a bioweapon
bill gate will make billions through vaccine,fake,bill gate will make billion through vaccine
in india tamil nadus bjp party worker party distributed drug distributed along with relief covid well,fake,in india tamil nadus bjp party worker distributed drug along with covid relief good
quote joe biden a saying of people who have never died before are now dying of coronavirus,fake,quote joe biden a saying people who have never died before are now dying from coronavirus
google has donated billions of crore rupee to fight coronavirus to india,fake,google ha donated billion crore rupee to fight coronavirus to india
this virus covid virus sarscov virus really is not nature that is an artificial virus created in the laboratory,fake,this virus covid sarscov virus actually is not from nature it is a manmade virus created in the lab
covid has lowered the mortality rate in chicago,fake,covid ha lowered the death rate in chicago
a video of a traditional indonesian market is being used to represent wuhan china,fake,a video of an indonesian traditional market is being used to depict wuhan china
the coronavirus of the very interesting spanish language magazine that has been talked about is the current coronavirus,fake,the coronavirus the muy interesante spanishlanguage magazine talked about in is the current one
tanzania has reported covid case of death and recovery to may,fake,tanzania ha reported covid case death and recovery a of may
summer camp closure closure sheet killer masked with too long free sexy covid sexteens sexy,fake,summer camp closure leaf masked killer with too much free time covid sexyteens
this girl this year is fighting for her life after getting the coronavirus,fake,this year old girl is fighting for her life after getting the coronavirus
let the coronavirus be the fucking flu.,fake,say coronavirus is just the damn flu
oral rinse kill and cure the new coronavirus,fake,mouthwash kill and cure the new coronavirus
the navajo nation has the rate of percapita infection covid greater in the u s,real,the navajo nation ha the largest percapita covid infection rate in the u s
vladimir little dead whore daughter after taking covid vaccine,fake,vladimir putin daughter die after taking covid vaccine
news bioweapon biological weapons another scary thing about surviving coves aren't recovering completely smartnews,fake,bioweapon news another scary thing about covid survivor aren t fully recovering smartnews
nigel farage of new nigel to teach children climate change negação for balance in bbc lockdown learning scheme,fake,news nigel farage to teach kid climate change denial for balance in bbc lockdown learning scheme
"the number of tuesday deaths on the rise, but unlike the previous week did not set a new high",real,a per normal the tuesday death toll wa up but unlike previous week it did not set a new high
people living in the quarantine center refuse to eat food it wa cooked by the lower caste woman,fake,people living in quarantine centre refuse to eat food a it wa cooked by lower caste woman
the confirmed asymptomatic person who cannot transmit the coronavirus and who are not infectious,fake,the who confirmed asymptomatic person cant transmit the coronavirus and are not infectious
"florida also faces a serious problem with a backlog of cases in miami, which added the case to the total state",real,florida also had a major problem with a case backlog in miami which added case to the state total
a video show the police death of covid covid affected people in china,fake,a video show police killing covid affected people in china
which could take one year to recover from the nh surgery delay caused by the covid,real,it could take year to recover from the backlog of surgery in the nh caused by the covid
stage of the vaccine launch phase in july expert say,real,phase covid vaccine trial launching in july expert say
news smokers can't wait for the pub to reopen so they can stand all night out on their own.,fake,news smoker can t wait for pub to reopen so they can spend all night standing outside on their own
iranian has published a report that says coronavirus is a biological war,fake,iranian have published a report saying that coronavirus is a biological warfare
covid appointed minister of housing after freezing rental eviction by securing bed for homeless,fake,covid appointed housing minister after freezing rent eviction securing bed for homeless
university of medicine in vienna published a study on ibuprofen and coronavirus,fake,medical university in vienna ha published a study about ibuprofen and coronavirus
ajdlinux that the lower limit is people tested just fwiw alexismadrigal,real,ajdlinux that lower bound is people tested just fwiw alexismadrigal
of the state that reported on the case of them are in the south,real,of the state that reported over case of the them are in the south
london coronavirus could face new restrictions under the new mayor's plan,real,coronavirus london could face fresh restriction under mayor new plan
new new coronavirus guidelines coronavirus allow people to do everything they started doing three weeks ago,fake,news new coronavirus guideline allow people to do all the thing they started doing three week ago
news no one north of watford has captured coronavirus coronavirus because they are too hard,fake,news nobody north of watford ha caught coronavirus because theyre too hard
imagine or that child is not at risk unless you have an underlying medical problem,fake,guess what child are not at risk unless they have an underlying medical issue
a video of a traditional indonesian market is being used to represent wuhan china,fake,a video of an indonesian traditional market is being used to depict wuhan china
henry kisser said population reduction should be done by means of a vaccine for the common good,fake,henry kissinger said that population reduction should be done by vaccine for the common good
nh experience disorders to adapt to meet the demand for coronavirus,real,nh experience upheaval a it adapts to cope with the demand of coronavirus
the basic condition increases the risk of severe coronavirus in at least the patient,real,underlying condition increase risk of severe coronavirus in at least of patient
indian air from your flight passenger chicagodelhi were charged 3x f,fake,air india from their chicagodelhi flight passenger were charged 3x f
bbmp will be spraying medicine in the air to kill the covid,fake,bbmp will be spraying medicine in the air in order to kill the covid
the series of netflix my secret terrius predicted the pandemic,fake,the netflix series my secret terrius foretold the pandemic
man friend thinking china started coronavirus to destroy the western economy facebook coronavirus madness,fake,man friend think china started coronavirus to destroy western economy facebook coronavirus insanity
coronavirus cruise ship coronavirus mutino in progress pandemic of the war of death coronavirus,fake,coronavirus cruise ship mutiny in progress death war pandemic coronavirus
our daily update is published state reported 762k test e 44k case number of deaths today,real,our daily update is published state reported 762k test and 44k case the death toll today is
breaking uk prepares for full block after hundreds of new cases wuhan super virus update,fake,breaking uk prepares for full lockdown after hundred of new case wuhan super virus update
cdc briefing room dr nancy postman give an update on covid for more info visit,real,cdc briefing room dr nancy messonnier give an update on covid for more info visit
photo of an indonesian doctor hidoo there watching his son and his pregnant wife for the last time,fake,photo of an indonesian doctor hideo ali looking at his child and pregnant wife for the last time
here are some even wider views of the pandemic course of the first july test march,real,here are some even broader view of the course of the pandemic from march july first test
money taken from hospital to finance cultural projects in brazil,fake,money wa taken from hospital to finance cultural project in brazil
coroanvirus northern ireland ireland to see restriction from tomorrow,real,coroanvirus northern ireland to see tighter restriction from tomorrow
triumph s effort to blame obama to test slow coronavirus,fake,trump s effort to blame obama for sluggish coronavirus testing
pa shab nahi hai seriously this is the most dangerous virus the false azadi the coronavirus,fake,mere pa shab nahi hai seriously this is more dangerous virus the fake azadi the the coronavirus
prince charles warns that the climate crisis will spark the impact of the coronavirus pandemic,real,prince charles warns climate crisis will dwarf the impact of coronavirus pandemic
coronavirus resists all attempts to change it name of virus death coronavirus pandemic coronavirus,fake,coronavirus resists all attempt to change it name death virus pandemic coronavirus
india to go to a blockade in a next five days,fake,india to go on a lockdown in next five day
"only briton briton have antibodies and level of decrease of antibodies and level of more than two months of two months, warns the government scientific advisor",real,just of briton have antibody and level wane over two month the government scientific adviser warn
people who are sick with coronavirus continue to be injected with seawater many have been saved,fake,people who are sick with coronavirus continue to be injected with sea water many have been saved
irrael has no case of coronavirus because he has developed a cure,fake,israel ha no case of the coronavirus because it developed a cure
gate gate birx faci interview attracts an audience of millions of and new government confidence note coronavirus,fake,gate birx fauci interview draw audience of million and new government confidence rating coronavirus
a video showing the medical staff in turkey greeting citizen,fake,a video showing medical staff in turkey saluting citizen
"the uk recorded the death of people with confirmed case of covid today, according to government figures",real,the uk recorded death of people with confirmed case of covid today according to government figure
to have been spoken to and referred for testing,real,a further people have been spoken with and referred for testing
a picture of a woman hugging her child before dying of covetousness in italy,fake,a photograph of a woman hugging her young child before she died of covid in italy
"celebration of ramnavmi in akbarpur of akbarpur today, but we should only bash tables jamat of nizamuddin makraz",fake,ramnavmi celebration in akbarpur up todaybut we should only bash tabligi jamat of nizamuddin makraz
coronavirus wetherspoons coronavirus reveals that staff caught covid from re-opened pub,real,coronavirus wetherspoons reveals staff have caught covid since pub reopened
the new coronavirus created by china in a laboratory to kill its population,fake,the new coronavirus created by china in a laboratory to kill of it population
a high level of sulphur dioxide dioxide in wuhan can be a sign of massive cremation of the victim of coronavirus,fake,high level of sulfur dioxide in wuhan may be a sign of mass cremation of victim of the coronavirus
people filming themselves with the medical equipment box are spanish politicians,fake,people who are filming themselves with medical equipment box are spanish politician
"report coronavirus, apparently causing people to shit more than usual",fake,report coronavirus apparently causing people to shit more than usual
toronto refuses to lose to new york in covid case count covid 19toronto trinitybellwoodspark,fake,toronto refuse to lose to new york in covid case count covid 19toronto trinitybellwoodspark
no cdc didn't reduce covid flowery case count,fake,no the cdc did not reduce it covid florida case count
the first test result for the modern vaccine are disappointing,fake,the first test result for the moderna vaccine are disappointing
forced to act on the coronavirus after learning its voter base may not exist in a month,fake,pm forced to act on coronavirus after learning his voter base might not exist in a few month
a video clip showing a medical couple who died after treating patient covid,fake,a video clip show a doctor couple who died after treating covid patient
the sarscov has been ingenuated by a man edited from the virus vih,fake,the sarscov ha been engineered by man edited from the vih virus
video show the last coveted patient leaving the hospital in new zeland,fake,video show the last covid patient exiting from the hospital in new zealand
the president of the united state of america donald trunf tested positive for covid,fake,president of the united state of america donald trump tested positive for covid
coveted clinical trial alone for therapeutic therapy include pregnant woman acog,real,only of covid clinical trial for therapeutic include pregnant woman acog
home care coronavirus coronavirus home widely exposed a coward begins to move,real,coronavirus care home widely exposed a covid begin to move in
hospitalists covid has reprocessed hospitalists redefined and stretched to the limit of how hospitalist,real,covid ha hospitalists redeployed redefined and stretched to the limit howwehospitalist
indian council of medical research and hospital sir ganga ram have issued a covid council,fake,indian council of medical research and sir ganga ram hospital have issued a covid advisory
the podcast filtered freely podcast host discus the known and unknown covid s impact on the kidney,real,the freely filtered podcast host discus the knowns and unknown of covid s impact on the kidney
the cdc has recommended mail in the vote that is what this whole pandemic is about the elections,fake,the cdc ha recommended mail in voting that s what this whole pandemic is about the election
image showing a mother hugging her covid-infected baby inside a laminar airflow room,fake,image showing a mother hugging her baby infected with covid inside a laminar airflow room
cr extends the tax period indicating insignificant of all cdnpoli covid money cdnpoli taxday covid,fake,cra extends tax deadline citing meaninglessness of all money cdnpoli taxday covid
the sale of condoms are found in one all time high coronavirus prophylactic condom factory,fake,condom sale are at an alltime high coronavirus condom factory prophylactic
the flu didn't kill any americans this year.,fake,the flu didnt kill any american this year
some people in muslim countries believe that drinking camel urine will heal,fake,some people in muslim country believe drinking camel urine will cure ailment
native american in north dakota dakota will be the first subject to receive a new coronavirus vaccine,fake,native american in north dakota will be the first subject to receive a novel coronavirus vaccine
democratic primary candidate find common ground at high risk of coronavirus,fake,democratic primary candidate find common ground in being high risk for coronavirus
image of a doctor smoking during covid treatment patient in indian gujarat,fake,image of a doctor smoking while treating covid patient in gujarat india
block down survival juice brings your mug here,fake,lockdown survival juice get your mug here
gate gate birx faci interview attracts an audience of millions of and new government confidence note coronavirus,fake,gate birx fauci interview draw audience of million and new government confidence rating coronavirus
coronavirus death coronavirus in scotland are of care center,fake,of coronavirus death in scotland are from care facility
case of coronavirus coronavirus among students of the university of alabama scale to more than,fake,coronavirus case among student at university of alabama climb to more than
guatemalan ministry of health hides a covid case in a hospital in the city of amatitlán,fake,guatemalan ministry of health is hiding a covid case in a hospital in the city of amatitlán
onion and other recipes of traditional medicine are treatment against the new coronavirus,fake,garlic onion and other traditional medicine recipe are treatment against the new coronavirus
say a humvee military labeled covid wa wa wa quarantine team in interstate in michigan,fake,say a military humvee labeled covid quarantine team wa on interstate in michigan
coronavirus cancels billions of hours-men of useless military shit,fake,coronavirus cancel billion of manhours of pointless military bullshit
coronavirus european country imposes a new restriction a tick ups infection,real,coronavirus european country impose new restriction a infection tick upwards
"bruno graves mayor of são paulo admitted using chloroquine, banned the drug in são paulo",fake,bruno covas mayor of são paulo admited using chloroquine he banned the drug in são paulo
a muslim man listens about food in a restaurant in india,fake,muslim man is spitting on food in a restaurant in india
leicester wants the down lock rule translated into indecipherable jargon,fake,leicester want lockdown rule translated into indecipherable slang
one-third or half of japanese infected people are foreigners,fake,onethird or half of infected people in japan are foreigner
image showing a mother hugging her covid-infected baby inside a laminar airflow room,fake,image showing a mother hugging her baby infected with covid inside a laminar airflow room
"in july, on the road to france, in july, there were more deaths than the death of covid",fake,there were more death on the road of france in july than death from covid
florida man warns new yorks newyork coronavirus florida quarantine alert,fake,florida man warns new yorkers newyork coronavirus florida warning quarantine
the field hospital anhembi of são paulo brazil is empty a video supposedly prof it,fake,the anhembi field hospital in são paulo brasil is empty a video allegedly prof it
the chief minister has issued a new curfew from tomorrow shop timing will be in the morning am to 00 pm,fake,chief minister ha issued a new curfew timing from tomorrow shop timing will be morning am to 00pm
the covid antibody test material,real,the covid antibody testing material only cost the company about
a new rise of the covidida figure is a deception of the middle class to restore the free theatre stream,fake,news new rise in covid figure a middleclass hoax to have free theatre stream reinstated
fox news reports that several of its employees now have the virus c donaldtrump nancypelosi,fake,fox news is reporting that several of it employee now have the c virus donaldtrump nancypelosi
research shows that part of the hiv genetic code has been inserted into the new coronavirus,fake,research show that part of the hiv genetic code have been inserted into the new coronavirus
between the millions of people to an anti-corruption protest in berlin on august 1,fake,between and million people attended an anticorona protest in berlin on august 1st
new york jewish temple wa found to hide medical mask n95 that is needed for hospital,fake,new york jewish temple wa found to hide medical n95 mask which is needed by hospital
under a judgment of the supreme court of stayat home order are illegal and can be ignored with impunity,fake,under an supreme court ruling stayathome order are illegal and can be disregarded with impunity
the water of the beach of botaphagos in rio de janeiro brazil is clear and clean due to quarantine,fake,the water in botafogos beach in rio de janeiro brazil is clear and clean because of quarantine
no coronavirus pandemic no coronavirus pandemic no only an epidemic of coronavirus test david corve,fake,there is no coronavirus pandemic there is only an epidemic of coronavirus test david crowe
coronavirus is so scientists believe that coronavirus affects or organism,fake,coronavirus this is how scientist believe coronavirus affect the body
tiktok has been completely banned in the united state,fake,tiktok ha been completely banned in the united state
london coronavirus could face new restrictions under the new mayor's plan,real,coronavirus london could face fresh restriction under mayor new plan
dr. affirming that no one has died of coronavirus in europe is not true,fake,doctor claim that no one ha died from the coronavirus in europe is not true
a doctor says the coronavirus doesn't kill or cause the cold,fake,a doctor say coronavirus doesnt kill or cause the common cold
coronavirus the number behind do uk covid alert,real,coronavirus the number behind the uk newest covid warning
sale of new analyst of perfume covid perfume tank industry,fake,sale of new covid perfume tank industry analyst say the whole project is being ventilated
nurse say brazilian state and municipality earn federal funds for each death recorded for covid,fake,nurse say brazilian state and municipality earn federal funding for every death recorded for covid
take a shot of flu cause false positive result not test covid,fake,taking a flu shot cause false positive result on covid test
says bill gate says the coronavirus vaccine will kill or harm people,fake,claim that bill gate said that coronavirus vaccine will kill or harm people
ema s chmp s chmp recommends approval of filgotinib for,real,ema s chmp recommends approval of filgotinib for ra
guilty death of coronavirus coronavirus are really due to flu,fake,death blamed on coronavirus are actually due to the flu
checking factschecking president triumph abc municipal complaint about coronavirus joe biden thread,fake,factchecking president trump abc town hall claim on coronavirus joe biden thread
add guam to northern mariana puerto rico samoa island and or virgin island today also,real,we added guam the northern mariana island puerto rico samoa and the u virgin island today too
president trunk punch woman in face donaldtrump coronavirus violence aggression punchandjudy,fake,president trump punch woman in face donaldtrump coronavirus violence assault punchandjudy
the director overestimating the above flu mortality rate of covids,fake,who director overstated covid fatality rate a higher than flu
