id,tweet,label
657,wildfire smoke symptom are too similar to coronavirus adding pressure to strapped ed,real
658,renata vasconcellos one of brazil most famous news anchor contracted covid,fake
659,irish news organisation are organising a collective moment of applause for the government to praise it work in handling the coronavirus pandemic,fake
660,claim that disease outbreak and pandemic correspond with election year,fake
661,at least dermatologic pattern exist in patient suspected or confirmed for covid 19,real
662,the uk ha a plan for reopening school,real
663,india surpasses russia to become the third worstaffected country worldwide after the united state and brazil john hopkins university maharashtra government allows reopening of hotel and lodge outside containment zone from july covid 19 coronavirusfacts,fake
664,thirtyeight new case of covid 19 have been reported in kano in gombe in kaduna in borno in abia in fct in sokoto in ekiti a at pm 20th april there are confirmed case of covid 19 reported in nigeria discharged death,real
665,rt drharshvardhan covid 19 update a total of new case have been reported in the last hour in the country of the tota,real
666,our daily update is published state reported million test 44k case and death this is the first time weve seen more than million test reported,real
667,of the people who left managed isolation facility during this period around have now been contacted and have tested negative for covid a further people have been spoken with and referred for testing,real
668,im putting the little bastard up for adoption read some of ireland heartwarming covid story,fake
669,contradiction plague american absent any consistent national messaging on covid 19,real
670,covid update there are new case of covid to report both are case in the community and both have epidemiological link to the auckland cluster,real
671,univcordoba clinical trial started by dosing covid patient with hcq but then that chloroquine cargo cult ship ha sailed or rather ran aground hence the clever investigator quickly switched to a new magic drug vitamind,fake
672,a video accompanying a claim show body being removed from a hospital in iran during the novel coronavirus pandemic,fake
673,rt ddindialive india first covid 19 vaccine candidate covaxin get approval for human trial it ha been jointly developed by icmr,real
674,_allowances of member of parliament in india have been increased by thousand rupee during the pandemic _,fake
675,image showing a mother hugging her baby infected with covid inside a laminar airflow room,fake
676,meghan markle planning huge 200k birthday party during coronavirus pandemic,fake
677,a video claim to show chinese muslim performing a communal friday prayer in a mosque despite the novel coronavirus pandemic,fake
678,china deceived the world with the coronavirus pandemic and now is being punished by the god,fake
679,a website claiming that china ha confirmed that patient zero had sex with a bat,fake
680,indiafightscorona according to the new guideline there will be no restriction on interstate and intrastate movement unlock 4 staysafe indiawillwin via mygovindia,real
681,yesterday our laboratory completed test bringing the total number of test completed to date to this includes testing at managed isolation facility and communitybased testing across the country the seven day rolling daily test average is,real
682,covid vaccine target in the u move back to mid requires a full fda approval process,real
683,indiafightscorona india scale another peak in last hour lakh test were conducted across the country which is an all time record high total covid 19 test more than cr,real
684,india a muslim boy rizwan died after being beaten up by police in tanda up his relative say that he wa hungry and went out to buy biscuit and other domestic item,fake
685,_a video of an orangutan washing it hand ha been viewed million of time in facebook twitter and youtube post which claim the animal wa imitating it zookeepers during the novel coronavirus pandemic _,fake
686,a lab in thane wa closed for reporting false positive case of covid,fake
687,this is how to test your lung for covid selfcheck,fake
688,there is no known cure for covid hydroxychloroquine is not a proven treatment and public health official advise everyone to wear face mask in public,fake
689,dialysis patient hit hard by covid 19 with a mortality rate of,real
690,drinking water every minute will protect people from coronavirus,fake
691,our daily update is published we ve now tracked million test up 379k from yesterday the lowest total in a couple of week one reason for the low number texas still hasnt reported for detail see,real
692,authority from the guatemalan ministry of health said they would buy at least respirator but there ha been talk of a shortage of this type of medical equipment,fake
693,all passenger express other train cancelled till september 30th due to corona epidemic the railway extends cancellation of all passenger express suburban train till september in the wake of covid pandemic,fake
694,fact check neither the viral post on coronavirus covid is from unicef nor it is accurate,fake
695,the greatest risk for covid 19 infection is among those who are in close contact with people who have covid this includes family member and healthcare worker who care for people who are infected,real
696,video show chinese people spreading the coronavirus in other country,fake
697,false vp mike pences claim that oklahoma flattened the covid curve data show that oklahoma s daily caseload ha risen consistently in june and to level higher than at any point in the pandemic,fake
698,new large scale study aim to find out why bame healthcare worker are at higher risk for covid,real
699,breaking staying in lockdown and adhering to social distancing guideline isnt necessary if you are really horny insists prof neil ferguson,fake
700,indiafightscorona metro rail metro will be allowed to operate with effect from 7th september staysafe indiawillwin unlock 4,real
701,no wearing a face mask will not cause carbon dioxide toxicity dont believe the misinformation on the internet read coronacheck instead coronavirusfacts datoscoronavirus,fake
702,this virus ha a cure it is called hydroxychloroquine zinc and zithromax i know you people want to talk about a mask hello you don t need a mask there is a cure,fake
703,india cross another landmark record highest ever test in a single day more than lakh covid 19 test conducted in the last hr all state ut conducting more than test day million a advised by who,real
704,new case of covid 19 lagos kano katsina kaduna ogun gombe adamawa fct ondo oyo river zamfara borno bauchi case of covid 19 in nigeria discharged death,real
705,a video allegedly showing a man spitting on the bread slice is being shared with a communal spin in india,fake
706,of country responding to a recent who global assessment of continuity of essential health service during covid 19 reported that dental service have been partially or completely disrupted this figure is higher than for any other type of essential service,real
707,robreiner politicized doctor are still not treating covid patient within day still sending people home to quarantine for day without treatment still not using hydroxy chloroquine and instead using le effective drug this is murder,fake
708,a video ha been viewed thousand of time in multiple post on facebook twitter and youtube which claim it show chinese police arresting people infected with the novel coronavirus,fake
709,nurse say brazilian state and municipality earn federal funding for every death recorded for covid,fake
710,coronavirus labour conference with a difference to welcome twice a many a normal annual event,real
711,bill gate predicted the coronavirus outbreak,fake
712,the novel coronavirus wa made in a lab and is now spread a a way to force vaccinate people,fake
713,new case of covid 19 lagos kano zamfara sokoto borno fct oyo kebbi gombe ogun katsina kaduna adamawa confirmed case of covid 19 in nigeria discharged death,real
714,realdonaldtrump ha claimed that the u s ha one of the lowest mortality rate in the world from covid thats false,fake
715,our daily update is published we ve now tracked almost million test up 193k from yesterday note that we can only track test that a state report for detail see,real
716,tear gas is more dangerous in a coronavirus pandemic expert warn,real
717,fox news report on u president trump testing positive for covid,fake
718,corona is so bad this guy died twice,fake
719,death were the lowest since monday the weekend reporting effect is probably in play here but nonetheless better than the reverse,real
720,regular class activity will remain closed for student up to a per hmoindia unlock 4 goi is following a phasewise unlocking of activity starting with the partial resumption of activity in school for student of class 12th,real
721,bhutan ha zero covid case thanks to it vegetarian diet,fake
722,our overall covid strategy remains elimination that requires ongoing stamping out of the virus anytime it come back together we have kept covid out for day longer than any other country we can do all of that again,real
723,rt drharshvardhan coronavirusupdates the total recovery have demonstrated a steep exponential rise india ha reported the highe,real
724,the state of florida ha announced measure that all workplace with employee or more are to have paid mandatory leave to avoid the spread of covid coronavirus starting on march all school are to close for week also from march 6th,fake
725,indiafightscorona the total recovery in india have crossed lakh a of today last lakh recovery have been recorded in only day in comparison to preceding lakh recovery which were recorded in day staysafe indiawillwin icmrdelhi,real
726,health depts cdc guidance on covid 19 contact tracing is now available to help plan implement and enhance covid case investigation and contact tracing effort learn more,real
727,covid 19 coronavirus coronaoutbreak italy hospital overwhelmed a hundred die daily from the coronavirus,fake
728,not trying to sensationalize but begum got infected so did the driver imran uncle did not get infected,fake
729,angela rayner say the government figure show an average of coronavirus test are conducted daily and asks how the prime minister can explain this pm insists test are up to a day this week follow pmqs live,real
730,in texas the number of currently hospitalized covid patient ha been over 10k for the last three day new york at it peak had 8k hospitalized covid patient,real
731,acc to hmoindia unlock 4guidelines wearing of facemask is compulsory in public place workplace and during transport under dma any person violating these measure is liable for legal action a per rule regulation specified by the state ut,real
732,indiafightscorona india witness an unprecedented surge in daily testing more than lakh covid 19 test conducted in the last hr more than cr total test conducted,real
733,majority of covid 19 case in nigeria are recorded among the to age group while age above account for majority of fatality when we ask that nigerian takeresponsibility it s beyond protecting one s self but the vulnerable population a well elsieilori,real
734,the governor of rio de janeiro is paying a special covid monthly allowance of brl to all inmate in the state meanwhile the emergency covid for poor people who are not convicted criminal is only brl,fake
735,the supreme court ruled today no voting by mail,fake
736,update covid 19 coronavirus in italy reproduction number r no herd immunity reached return to prelockdown mobility may lead to resurgence in death enhanced surveillance needed to reduce risk of resurgence report,real
737,china export mask infected with covid,fake
738,indiafightscorona india ha progressively maintained a low case fatality rate today compared to global average of the aim is to achieve a national cfr of le than there are state ut that are even today reporting mortality figure lower than,real
739,many more city and state will start requiring face mask and covering make sure you and your loved one are prepared via usatoday,real
740,five new case of covid 19 have been confirmed in nigeria in fct in lagos in edo case are returning traveller from the uk a at am on 23rd march there are confirmed case of covid 19 in nigeria have been discharged,real
741,the coronavirus outbreak is caused by 5g technology,fake
742,breaking former presidential candidate herman cain dy of covid,fake
743,death remained below bringing our datasets recorded death to for a wednesday this is lower than average the cumulative total doe not include probable death reported by nyc but not ny state,real
744,collecting data about race is fundamental to understanding this outbreak we know the health care system underserves black community we know that latinx and asian community experience overlapping but distinct barrier to care too,real
745,fauci called the launch importanttesting patient both in and out of the hospital coronavirus,real
746,white house grant covid a green card visa,fake
747,on therapeutic the first proven therapy for severe covid 19 dexamethasone wa announced in june with support from the therapeutic accelerator arm and is currently in scaleup drtedros,real
748,covid 19 can be spread by people who do not have symptom do not know that they are infected mask can help prevent people who have covid from spreading the virus to others learn more wearamask worldmaskweek,real
749,viral message showing roadmap to ease restriction during covid is from india,fake
750,the initiative would have delivered covid 19 testing to california s most vulnerable and disadvantaged,real
751,irish drug cartel announce heroin stimulus package amid covid crisis,fake
752,did you know breathing in wildfire smoke can cause symptom similar to covid 19 like dry cough sore throat and trouble breathing learn how to tell the difference,real
753,the coronavirus wa created in a lab and patented,fake
754,four people are in hospital with covid one each at auckland city and north shore hospital and two in middlemore all four patient are in isolation on a general ward,real
755,news government reveals new line of mask to allow wearer to travel freely during lockdown,fake
756,our daily update is published we ve now tracked million test up 584k from yesterday a new alltime high here are the state that reported over 10k new test for detail see,real
757,alcohol can wash and sanitize the digestive system,fake
758,our latest weekly epidemiological report ncdcwer for week focus on the implementation guideline for the extended lockdown ease in nigeria ncdc remains committed to keep nigerian informed following emerging evidence on covid 19 read,real
759,aintropy percapita number are obviously important and we use them in some case but because covid can spread quickly absolute number are also important,real
760,coronavirusupdates statewise detail of total confirmed covid 19 case till august am state with confirmed case state with confirmed case state with confirmed case total no of confirmed case so far,real
761,the case were passenger on the greg mortimer cruise ship we received confirmation that uruguay had not previously reported these case to the who all case have recovered this mean new zealand s combined total of confirmed and probable case is now,real
762,the latest update from the ministry of health today we are reporting two new case of covid made up of one confirmed case and one probable case both case are linked to the st margaret s hospital and rest home in auckland,real
763,at covid 19tracking wed been preparing for and expecting antibody test to show up for week just not in this way,real
764,covid ha caused healthcare expert to rethink screening,real
765,major league baseball is now considering tearing down coronavirusinfested marlin park coronavirus baseball,fake
766,our daily update is published state reported 582k test 31k case and death,real
767,latest update from the ministry of health for the 5th consecutive day there are no new case of covid in new zealand our total number of confirmed case remains the same at and the total number of confirmed and probable case is,real
768,we ve still had more death to the flu this year than weve had covid,fake
769,meeting at the chariot held in kalabari district of karnataka who is to blame for corona why is the medium not releasing it the karnataka_bjp_government ha ignored the central_governments curfew,fake
770,rt hhsgov how is your teen doing during covid 19 maintaining a social life even while socialdistancing is an important part of coping,real
771,equitable global access to test treatment and vaccine is key to ending covid 19 fairly effectively and efficiently because if one of u is at risk we are all at risk we are only safe when everybody is safe,real
772,a doctor from pune died of coronavirus and wa cremated by muslim in pune,fake
773,fda begin planning sequel to covid movie health fda coronavirus epidemic covid 19,fake
774,giles 7452 william 05548637 cheesenbranston brianbloop 2 jeremy_hume edele_bear macid 3000 begentle 50 afewpoints the_leaver susan 04071 chrisgregson 123 roblev 0 mindedmusically triplegggx davidgsmith 18 cathyby davidmetroland veuvek jrwyke shaneja 16905901 squeakydog 1 david_vaporium kid_alabama butlerrichard 2 robertcecil 1608 sir_tom_tucker fccologne 4eva daftrucker 1 mac_paddy 54 carlsbadcharlie creativ 6154333 6 gazza 41 beowulfschaefer ruddsbunny mattadkin david 19531501 gentlemangeorge irisheurophile johnrya 13591294 robgooders markwh 2001 jamesbl 04750891 viv_cooper dw2essex jag 11814459 foxinwolfs clareadams ptp 335 resiguru covid depends on severity a doe flu both can kill hayfever isnt going to kill you ive had hayfever very bad before when younger not so nowadays though i do take basic tablet antihistamine when pollen is high so it dosnt cause discomfort really,fake
775,are just of covid case totally harmless a realdonaldtrump said no even limited data on case death rate so far show a rate four time higher and then there are the people the virus sends to the hospital,fake
776,i am also doing this taking vitamin d for covid i think the evidence is moderateish right now not conclusive but there no real downside at all to taking moderate do afaik and people living in the northern latitude in the winter probably need vitamin d anyways,fake
777,news brexit party s official line on coronavirus is rubber up and don t order mussel,fake
778,brianstryker totally agree that hospitalization number are extremely uneven were gonna put out a statement about this on monday now that weve been capturing this data for long enough to see some trend alexismadrigal,real
779,new daily death held steady at about a many a yesterday new york continues to dominate the movement of these number and new york number have flattened,real
780,president donald trump said former president obama funded the coronavirus that wa creatical in biological wuhan lab,fake
781,michigan gov gretchen whitmer s family spent may at her second home breaking her own stayathome order,fake
782,a photo show two italian nurse in a hospital a few day before they got covid and died,fake
783,covid is an abbreviation for coronavirus disease the year the first case wa reported but that hasnt stopped people from sharing other fake meaning,fake
784,a the republican national convention nears here a round up of recent claim from realdonaldtrump and other republican on covid the economy and more,fake
785,if you are sick with covid 19 a public health worker may contact you to check on your health discus who you ve been in contact with and ask you to stay at home and selfisolate if you re not doing so already answer the call to slowthespread,real
786,an image of a baby born with deformity claim that the baby wa suffering from coronavirus,fake
787,imdanthompson no this is exactly how it wa transmitted covid is endemic in bat pangolin not come from eating of it a i understand it but from inhalation of dried droppings in wet market classic vector,fake
788,for example once a successful vaccine ha been identified who s strategic advisory group will provide recommendation for their appropriate and fair use the allocation of vaccine is proposed to be rolled out in two phase drtedros covid 19,real
789,chinese president xi jinping visited muslim to understand why they are not contracting covid,fake
790,over five lakh people have recovered from covid in india so far due to a surge in coronavirus case karnataka government imposes lockdown in bangalore from pm on july till 5am on july essential service will continue to ply covid 19 coronavirusfacts,fake
791,update on miq number there are currently people in managed isolation and quarantine our current effective capacity is this give u an excess capacity of over the next week we are projecting arrival and departure from our facility,real
792,florida reopens hurricane beach coronavirus florida lockdown,fake
793,weve made a twitter list of state and dc public health department in the united state follow these account to stay current on covid 19,real
794,migrant labourer in the state of gujarat are protesting amidst the lockdown,fake
795,having face mask is enough they can be reused every day since the incubation period is day,fake
796,to achieve major health priority in time of crisis we need stronger collaboration the gap provides expertise boost engagement among stakeholder to help country protect health gain recover from covid 19 and ensure health wellbeing for all,real
797,dont eat cabbage a per who report the coronavirus stay in cabbage for a very long time,fake
798,daily new case continue drifting slightly slightly lower today state reported 28k case slightly down from last thursday,real
799,cdc briefing room dr nancy messonnier give an update on covid 19 for more info visit,real
800,during his speech on the last night of the rnc donald trump pointed to a strong economy secure border and his coronavirus response a reason why american should reelect him in november we factchecked him,fake
801,a drug made from cow urine or pigeon membrane can cure coronavirus,fake
802,a at 10pm 20th april breakdown of case by state lagos fct kano osun oyo edo ogun kwara katsina bauchi kaduna akwa ibom delta ekiti ondo enugu river niger benue anambra borno jigawa abia gombe sokoto,real
803,canada ha just criminalized all cv19 measure requiring mask distancing quarantining vaccine,fake
804,pm boris johnson say office worker who can work from home should do so and add that all pub bar and restaurant in england should operate table service only and must close at 10pm from thursday update on latest covid restriction in england,real
805,there are people linked to the community cluster who have been transferred to the auckland quarantine facility which includes people who have tested positive for covid and their household contact,real
806,social medium user claimed ghana did poorly with respect to food distribution amid the covid season when compared to niger nigeria and rwanda,fake
807,fbi serf warrant on senator richard burr in investigation of stock sale linked to coronavirus burrgate,fake
808,several social medium user shared a picture of imran khan and vladimir putin and claimed that after china russia ha gifted pakistan million covid vaccine this claim is false a satire published on the_fauxy wa shared with misleading claim,fake
809,the who ha issued an alert against buying holy color from china,fake
810,chronic fatigue may be longterm effect of covid 19 even among young adult via webmd,real
811,the rollout of 5g is causing coronavirus or coronaviruslike symptom,fake
812,a photo show what covid doe in the throat,fake
813,even mild obesity is a risk factor for covid,real
814,rt pib_india on the basis of day rolling average positivity rate wa during the first week of august ha come down to today,real
815,dhfwka readingkafka iasalok deccanherald anusharavi 10 d_roopa_ips iaspankajpandey tejasvi_surya bbmp_mayor bbmpcomm mla_sudhakar rashokabjp ratnaprabha_ias dont know why the govt is wasting money on testing whoever want test can be done now govt think that corona is not in the state since no seriousness by the govt let people suffer bbmp can increase graveyard crematorium to give decent quick cremation narendramodi,fake
816,yes fantastic move by govnedlamont he just ordered all private lab to send negative test result to the state this is something wed like to see all state do otherwise there is not way to know the real positive rate for our testing,real
817,if kentucky continues to stayathome hospital should not become overloaded however if distancing is relaxed there is a potential for over 43k hospitalization overwhelming the system by may learn more at,real
818,coronavirusupdates indiafightscorona one of the lowest globally india s covid 19 case fatality rate below and sliding,real
819,to protect yourself from covid 19 avoid being exposed to the virus and use everyday prevention action to prevent the spread of respiratory virus cover your cough wash your hand stay home when sick,real
820,new video together we can stop the spread of covid 19 by physical distancing practicing good hygiene and avoiding nonessential travel watch to learn more about how you can help slow the spread,real
821,native american in north dakota will be the first subject to receive a novel coronavirus vaccine,fake
822,olympics postponement ha messed up drug cheat careful planning drug coronavirus cheating olympicgames,fake
823,government attempt to stop coronavirus by outlawing communal worship of deity who created virus,fake
824,an association between severity of coronavirus infection and blood type is emerging,real
825,georgia top the list of state for highest rate of new covid case critic suggest this surge is due to a relaxed approach to mask wearing with little enforcement from local government fox 5atlanta,real
826,only donald trump could make the coronavirus about him this president is dangerous,fake
827,indiafightscorona total covid 19 recovery in india surpass lakh increasing recovery rate is coupled with a consistently falling case fatality rate,real
828,is the average salary for medical resident up from last year,real
829,do you or doe someone you know communicate using american sign language watch video on covid 19 part of the asl video series on the cdc streaming health youtube channel,real
830,pope to un use covid crisis to come out better not worse,fake
831,kiwibardy kia o brandon sorry youve had a frustrating experience the development team are working to address compatibility issue please call the ministry on or email your query and or feedback to tracingappfeedbackhealthgovtnz,real
832,an alarming text message signed claire magne a friend nurse,fake
833,cdc ha information for population that may need to take extra precaution to protect against covid 19,real
834,man had beef pepper and onion with rice for his tea food coronavirus foodshortages,fake
835,new case of covid 19nigeria lagos oyo ebonyi fct imo edo delta river kaduna ondo katsina kano bauchi borno kwara gombe sokoto enugu yobe osun nasarawa confirmed discharged death,real
836,death row inmate have died of covid 19,real
837,using a nondominant hand to open door is a way to prevent coronavirus,fake
838,video of a doctor fainted on the floor after getting infected with coronavirus,fake
839,indian police mistreating positive coronavirus patient,fake
840,brazilian supreme court denied order for army hospital to treat covid patient,fake
841,one confounding data issue right now new york city is reporting confirmed and presumptive death but the state is not so we are not however at least one state ohio is lumping those number together this may get messy in the coming day,real
842,neither the viral post on coronavirus covid is from unicef nor it is accurate,fake
843,the surge in coronavirus infection could be a sign of far worse thing to come public health england say follow live coronavirus update,real
844,recipe for a genuine basic antivirus punch to hopefully give mr mean covid a one two punch echinacea,fake
845,pmoindia drharshvardhan you said india can help the world via mass vaccine production but who seriously give a dam when india gave away hydroxy chloroquine when it wa nothing but hoax for covid cure help god,fake
846,wondering how you can help keep your friend healthy this summer stay safe from covid 19 wash your hand stay foot apart and wearamask learn more about how you and your friend can help protect each other maskingforafriend worldmaskweek,real
847,septateneuf it unclear how large the pending number is which make it impossible to calculate a real positive rate unfortunately,real
848,covid update we have new confirmed case of covid in the community of these have already been linked to previous case in the auckland cluster we have case that are still under investigation they are all believed to be linked to the existing cluster,real
849,coronavirus may have spread due to the consumption of bat soup according to scientist,fake
850,say the cdc recommends men shave their beard to protect against coronavirus,fake
851,factcheck did unicefmedia say that coronavirus doe not settle in air naaaa thats just a fake again wear your mask and practice socialdistancing a advised,fake
852,trump said at his press briefing that anyone who ha needed a ventilator ha been able to access one in april official from more than state told u they hadnt had any covid patient that were denied a ventilator,fake
853,given the hiccup with daily number right now it may be helpful to focus on the weekly trend that we ve compiled here,real
854,scream out of your window in frustration event to go ahead donaldtrump politics economy coronavirus,fake
855,coronavirus thousand fined for breaking unclear and ambiguous lockdown rule mp warn,real
856,cuban researcher have developed a cure against covid,fake
857,covid could mean lockdown for six more year china democrat coronavirus cia lockdown cdc,fake
858,doctor say treating patient with corticosteroid is the official cure for coronavirus during an interview for a television channel a doctor from são paulo describes the procedure,fake
859,it is best to shave your beard to avoid being infected by the coronavirus,fake
860,covid mean see a sheep surrender in latin,fake
861,pronxt mohfw_india a per goi for covid 19 case under homeisolation if there is a dip in oxygen saturation le than it is required to contact doctor for medical attention,real
862,new study the flu vaccine is significantly associated with an increased risk of coronavirus,fake
863,video show doctor and nurse turning their back to the health ministry of spain a he arrives to a hospital,fake
864,an emerging policy consensus suggests that state should wait to reopen until case have steadily decreased an r t le than for at least two consecutive week,real
865,widely available steroid reduced covid death by up to one third in severely ill patient study show,fake
866,news human to be allowed out of temporary lockdown to see animal in permanent lockdown this is best cure of covid,fake
867,coronavirusupdates covid 19 testing status update icmrdelhi stated that sample tested upto september sample tested on september staysafe indiawillwin,real
868,three story this morning pm considers new coronavirus measure a london mayor insists we should not wait european country impose new restriction u supreme court judge ruth bader ginsburg dy,real
869,if there is a larger outbreak the entire building will have to be closed for hour after thorough disinfection all staff will work from home till the building is adequately disinfected and is declared fit for reoccupation,real
870,chinese are not taking any medicine or any vaccine for corona virus they have stopped going to hospitalthey instead kill the virus with heatvery hot steam inhalation from kettle time a day hot gargle time a day hot tea time a day virus dy in day result ve,fake
871,balancing health and liberty during a pandemic requires being more sensible and compromising,real
872,food wa discarded after sao paulos governor decree,fake
873,rt drtedros solidarity is the key ingredient to fight covid 19 i am glad that the european nation france germany luxembourg switzer,real
874,the message claimed that under the disaster management act dma nobody except the indian government can update and post coronavirus related information on social medium,fake
875,india report over new infection taking the confirmed case tally to lakh madhya pradesh cm shivraj singh chouhan test positive for the novel coronavirus president of brazil jair bolsonaro ha tested negative for covid coronavirusfacts,fake
876,video show the last covid patient exiting from the hospital in new zealand,fake
877,the government is changing the rule around selfisolation in a move to force more people to stay at home if they have coronavirus,real
878,social medium user claimed that the chinese aren t taking any medicine or vaccine for coronavirus they re instead killing the virus with heat and recovering in five day this claim is false read our factcheck report to know more coronavirusfacts,fake
879,quarantined man celebrates st patrick s day by doing keg stand alone in his living room stpatricksday covid 2019 lockdownontario,fake
880,a louisiana stripper say if she contract the coronavirus she ll make it a point to attend all of t donaldtrump,fake
881,update suicidal man seek coronavirus infection,fake
882,breaking scientist say there is growing evidence coronavirus can be cured with viennetta,fake
883,an image accompanies the text the italian prime minister wept when he recognized that they were losing the battle against the coronavirus,fake
884,the limit for social gathering ha now lifted to people these include event at home and outside of home like religious service party wedding tangihanga and funeral full detail,real
885,rt jesus_jimz some good news the infection rate of covid in dallas county is the lowest it ha been since case were first reported h,real
886,new case of covid 19nigeria lagos oyo katsina delta river ogun edo osun ebonyi fct kaduna ondo imo abia gombe plateau bauchi ekiti anambra confirmed discharged death,real
887,after revision são paulo state register only death by covid,fake
888,_bill gate coronavirus vaccine developed by oxford researcher caused all test subject to get coronavirus _,fake
889,independent country should ignore covid and inform how to strengthen the immune system e g vitamin c d and chlorine dioxide solution only those with weak immune system need to separate themselves from exposure,fake
890,people in italy have thrown all of their money on the road outside saying that this money is useless to save them from death if you are well off spend this for the service and help of the needylesson for humanity,fake
891,leader of the mt roskill evangelical fellowship have encouraged all member of the congregation to get retested for covid and comply with other public health advice such a selfisolation at 8am this morning our lab had registered new test for of the congregation,real
892,a facebook user claim melinda gate divorced her husband bill gate for wanting to destroy africa,fake
893,indiafightscorona sop for partial reopening of school w e f today 21st september planning the reopening of school staysafe indiawillwin,real
894,governor andy beshear ha authorized kentucky teacher to make inhome visit with parental approval teacher will inspect the bedroom of each student currently enrolled in k,fake
895,covid 19 vaccine deal in the work with candidate producer say union health minister drharshvardhan in an interview with htdelhi pmoindia pib_india ddnewslive airnewsalerts icmrdelhi covidnewsbymib covidindiaseva mygovindia,real
896,in west virginia overdoses have increased by during the covid pandemic,fake
897,coronavirusupdates covid 19 india tracker a on august am confirmed case recovered active case death indiafightscorona indiawillwin staysafe via mohfw_india,real
898,over student tested positive for covid after an exam for karnataka consortium of medical engineering and dental college of karnataka under graduate entrance test comedk,fake
899,our daily update is published we ve now tracked million test up 146k from yesterday right about the april average note that we can only track test that a state report and not all state report all test for detail see,real
900,one case previously reported in lagos is now an ondo state case the total number of confirmed case in lagos is and in ondo for a breakdown of case by state please see,real
901,coronavirus only one in to be protected from covid in first year of vaccine use,real
902,bill gate admited on video that the vaccine against covid change people dna forever,fake
903,the indian council of medical research icmr ha issued guideline about the postlockdown phase,fake
904,coronavirusupdates india covid 19 recovery rate improves to a on september steady improvement in india covid recovery rate since lockdown initiation on march indiafightscorona icmrdelhi via mohfw_india,real
905,the latest covidview report show that influenzalike illness ha declined but remains elevated however covid 19 severity indicator hospitalization and death are increasing see additional data,real
906,rt pib_india active case are only 5th or of the total case recovery rate stand at number of test,real
907,please join cdc emergency partner information connection epic today at pm et for a special webinar about reducing risk from covid 19 while engaging daily life celebrating the fourth of july participating in social activity and returning to work,real
908,thank you to all dialysis staff protecting vulnerable patient from covid 19 cdc s new training webinars can help to prevent the spread in your facility,real
909,this is the same pattern we saw for case and hospitalization over the last couple month compare arizona new jersey new york and texas,real
910,there were people who had been guest at the hotel from when the people entered on the 16th of june to the 13th when they departed have been contacted referred for testing and we have negative result a of yesterday only people are being followed up,real
911,rt pib_india we are testing lakh sample in a day at lab capacity also ha increased by augmenting number of lab shift dg,real
912,coronavirus just of briton have antibody and level wane over two month sage warns,real
913,fox news trump test positive for covid,fake
914,the state seeing recordhigh average are alabama arizona california florida nevada north carolina oklahoma oregon south carolina and texas,real
915,coronavirus premier innowner whitbread to cut job,real
916,covid may be linked to an onset of pediatric type diabetes an imperial college london study suggests,real
917,new case remained about where they were yesterday day average ha been pretty steady for the last day,real
918,goodwill industry international ha fired all it employee because of the coronavirus pandemic,fake
919,a large countryrandomized controlled trial with billion people show that covid patient treated with hydroxychloroquine have a lower death rate,fake
920,newhampshire ha a low percentage of positive covid test which suggests enough widespread aggressive testing in new hampshire to detect most new case identifying and isolating new case can help contain covid without resorting to lockdown,real
921,local man appoints himself world s foremost expert on coronavirus,fake
922,a number of area have been added to the coronavirus watchlist a scientist warned the transmission rate could now be a high a in the uk find out if your area is affected,real
923,such high level of testing will also lead to high number of daily positive case however state have been advised to firmly focus on comprehensive tracking prompt isolation and effective treatment,real
924,if you ve seen the news that the federal government ha rerouted hospital data into a new system at hhs we do not think that our statesbased data compilation will be affected by the change,real
925,covid situation in mh is matter of concern but gj dl tn rj mp r not mohfw_india belated wisdom is prime concern soon we reach 70k still our health infrastructure is not fit if it cross 100k circumcision pmoindia nitiaayog drharshvardhan,fake
926,see the latest cdc covidview report with new data on covid 19like illness hospitalization rate and death check it out here,real
927,michigan gov gretchen whitmer banned sale of american flag during covid pandemic,fake
928,in japan if the new coronavirus test is negative the cost is yen if positive the state will bear the cost,fake
929,yesterday our laboratory completed test of which were taken at managed isolation or quarantine facility the total number of test completed in new zealand to date is,real
930,the vic branch of one nation say australia should follow sweden switzerland and taiwan approach to covid but the two european country have many more death per caput and taiwan ha a novel approach to tracking the infected coronacheck,fake
931,a video of an overcrowded shramik train claimed to be from mumbai travelling to west bengal,fake
932,chancellor angela merkel knew of the pandemic since the virus is from a laboratory,fake
933,fatality rate among those infected by covid range up to in those aged and over,fake
934,when weve eradicated covid can we get started on the moron get the tshirt here,fake
935,last week i sent a to all member state requesting them to join the vaccine arm of the actaccelerator a of today country are now engaging w the covax global vaccine facility which ha both the largest most diverse covid 19 vaccine portfolio in the drtedros,real
936,eight new case of covid 19 have been reported in nigeria in lagos in the fct and in kaduna state a at pm 5th april there are confirmed case of covid 19 reported in nigeria thirtythree have been discharged with five death,real
937,indiafightscorona mortality analysis on the basis of age and gender of covid death reported in male and in female of the death reported in people with age group between year death in people above year of age secretary mohfw_india,real
938,mask can be effective in stopping the spread of covid 19 but theyre no magic ingredient here what the expert say qanda factcheck coronavirusfacts datoscoronavirus,fake
939,covid testing lab in india icmr,real
940,three case previously included a lagos state case have been transferred to ogun state the three case live in satellite town in ogun close to lagos therefore lagos state ha reported confirmed case while ogun state ha reported confirmed case,real
941,news government tell people unable to take covid test they will be allowed to use their predicted result,fake
